Chunk Number,Original Text Chunk,Summary
176,"20] Johannes Schindelin, Ignacio Arganda-Carreras, Erwin Frise, Verena Kaynig, Mark Longair, Tobias Pietzsch, Stephan Preibisch, Curtis Rueden, Stephan Saalfeld, Benjamin Schmid, et al. Fiji: an open-source platform for biological-image analysis. Nature methods, 9(7):676-682, 2012. 21] Heena Khanchandani and Baptiste Gault. Atomic scale understanding of the role of hydrogen and oxygen segregation in the embrittlement of grain boundaries in a twinning induced plasticity steel. Scripta Materialia,",Chunk 176: The following papers have been published in leading scientific journals over the past year.
177,"234:115593, 2023. 22] Thomas Voisin, Jean-Baptiste Forien, Aurelien Perron, Sylvie Aubry, Nicolas Bertin, Amit Samanta, Alexan- der Baker, and Y Morris Wang. New insights on cellular structures strengthening mechanisms and thermal stability of an austenitic stainless steel fabricated by laser powder-bed-fusion. Acta Materialia, 203:116476, 2021.","Chunk 177: The Journal of the American Chemical Society, vol."
178,"[23] John Campbell. Castings. Elsevier, 2003. [24] JW Fu, YS Yang, JJ Guo, and WH Tong. Effect of cooling rate on solidification microstructures: in AISI 304 stainless steel. Materials Science and Technology, 24(8):941-944, 2008. [25] Han S Kim, Y Kobayashi, S Tsukamoto, and K Nagai. Effect of cooling rate on microstructure evolution of rapidly cooled high-impurity steels. Materials Science and Engineering: A, 403(I-2)311-317, 2005.",Chunk 178: Effect of cooling rate on microstructure evolution of rapidly cooled high-impurity steels.
179,"[26] Seyed Kiomars Moheimani, Luca Iuliano, and Abdollah Saboori. The role of substrate preheating on the microstructure, roughness, and mechanical performance of AISI 316L produced by directed energy deposition additive manufacturing. The International Journal of Advanced Manufacturing Technology, 119(11):7159- 7174, 2022. [27] Han S Kim, Hae-Geon Lee, and Kyung-Shik Oh. Mns precipitation in association with manganese silicate","Chunk 179: In: Moheimani, Seyed; Iuliano, Luca; Saboori, Abdollah."
180,"inclusions in Si/Mn deoxidized steel. Metallurgical and materials transactions A, 32(6):1519-1525, 2001. [28] Klaus Schwerdtfeger. EinfluB der clarmumpgechwindigeat auf die mikroseigerung und die interdendritische ausscheidung von mangamsuladeinsahlisen in einem mangan und kohlenstoff enthaltenden stahl. Archiv fur das Eisenhittenwesen, 41(9):923-937, 1970. [29] Hisashi Takada, Isamu Bessho, and Takamichi Ito. Effect of sulfur content and solidification variables on","Chunk 180: Klaus Schwerdtfeger, Isamu Bessho, and Takamichi Ito."
181,"morphology and distribution of sulfide in steel ingots. Transactions of the Iron and Steel Institute of Japan, 18(9):564-573, 1978. [30] KM Bertsch, G Meric De Bellefon, B Kuehl, and DJ Thoma. Origin of dislocation structures in an additively manufactured austenitic stainless steel 316L. Acta Materialia, 199:19-33, 2020. [31] Haiming Wen, Troy D Topping, Dieter Isheim, David N Seidman, and Enrique J Lavernia. Strengthening","Chunk 181: In: Bertsch, KM, et al."
182,"mechanisms in a high-strength bulk nanostructured Cu-Zn-Al alloy processed via cryomilling and spark plasma sintering. Acta Materialia, 61(8):2769-2782, 2013. [32] JP Hammond, LT Ratcliff, CR Brinkman, MW Moyer, and CW Nestor Jr. Dynamic and static measurements of elastic constants with data on 2 1/4 Cr-1 Mo steel, types 304 and 316 stainless steels, and alloy 800H. Technical report, Oak Ridge National Lab.(ORNL), Oak Ridge, TN (United States), 1979.","Chunk 182: Hammond, JP, Ratcliff, LT, Brinkman, MW, and Nestor Jr."
183,"[33] Harold JT Ellingham. Reducibility of oxides and sulphides in metallurgical processes. J. Soc. Chem. Ind, 63(5):125-160, 1944. [34] Alexander Roth. Vacuum technology. Elsevier, 2012. [35] RC Lobb and HE Evans. Evaporation of elements from 20Cr-25NI-Nb stainless steel during vacuum annealing. Metal Science, 15(1):14-20, 1981.",Chunk 183: Evaporation of oxides and sulphides during vacuum annealing.
184,"[36] Kathrin Zumsande, Anna Weddeling, Eduard Hryha, Stephan Huth, Lars Nyborg, Sebastian Weber, N Kra- sokha, and W Theisen. Characterization of the surface of Fe-19Mn-18Cr-C-N during heat treatment in a high vacuum- an XPS study. Materials characterization, 71:66- 76, 2012. [37] Lin Zhu, Ali Al-Sakeeri, Filip Lenrick, Oskar Darselius Berg, Per Sjodin, Alexei A Zakharov, Axel Knutsson, and Anders Mikkelsen. Surface chemistry and diffusion of trace and alloying elements during in vacuum",Chunk 184: Researchers at the University of Gothenburg in Sweden have developed a new method for the characterisation of Mn-18 surfaces.
185,"thermal deoxidation of stainless steel. Surface and Interface Analysis, 54(2)99-108, 2022. 16 [38] John Crank. The mathematics of diffusion. Oxford university press, 1979. [39] Gerhard Neumann and Cornelis Tuijn. Self-diffusion and impurity diffusion in pure metals: handbook of experimental data. Elsevier, 2011.",Chunk 185: Self-diffusion and impurity diffusion in pure metals: handbook of experimental data.
186,"[40] Jun Takada, Sadahiro Yamamoto, Shiomi Kikuchi, and Masao Adachi. Determination of diffusion coefficient of oxygen in -iron from measurements of internal oxidation in Fe-Al alloys. Metallurgical Transactions A, 17(2):221-229, 1986. 17",Chunk 186: Determination of diffusion coefficient of oxygen in -iron from measurements of internal oxidation
