Chunk Number,Original Text Chunk,Summary,Source File
111,"whiskers indicate the upper and lower values; circle indicates outlier. 3.2. Predictive Explanation In order to obtain as much information as possible from the predictive models used, 2 types of representation. are proposed here: graphs corresponding to decision trees for legitimate configuration (i.e., when decision tree",The following table shows the relationship between the following variables:,summarized_applsci-10-05261-v3.csv
112,"performs well according to Section 3.1) the weights of predictive variables obtained from tree-based models In both cases, the models were learned over the entire dataset sO as to use the maximum available information. Appl. Sci. 2020, 10, 5261",Two new tree-based models have been developed for the prediction of the likelihood of a,summarized_applsci-10-05261-v3.csv
113,"11 of 20 Table 4 represents the best (feature set & classifier) couples for all configurations (horizons & metrics) according to Figures 4 and 5. Thus, classification tree learnt on the questionnaires data is the best 1-week injury prediction model for precision. Figure 6 represents the top of the classification trees obtained for 1-week prediction of injuries",Table 4 represents the best (feature set & classifier) couples for all configurations (horizons & metrics) according to Figures 4 and,summarized_applsci-10-05261-v3.csv
114,with a hyper-parameters tuning toward precision evaluation metric on questionnaires data (according to Table 4). The complete tree is given in Appendix A (see Figure A1). Table 4. Features importance configurations. Horizon Metric Set Name Classifier,The following table lists the key features of the Horizon Metric Set.,summarized_applsci-10-05261-v3.csv
115,1 week precision questionnaires tree 1 week recall questionnaires forest 1 month precision all XGB,BBC News NI looks at some of the key findings,summarized_applsci-10-05261-v3.csv
116,1 month recall all XGB All nodes contain different information: a discriminative condition relatively to 1 feature (with a numerical threshold) that determines,The BBC News website is not responsible for the content,summarized_applsci-10-05261-v3.csv
117,"which is the next node to be considered given features values (e.g., RPE3w S 4.43 for the initial node). the proportion of the learning dataset that falls into the node (e.g., 100% for the initial node). the labels proportions of the examples contained in the node (e.g., the initial node contains 13.1% of injured players and 86.9% of not injured ones).",The following syntax is used to describe the following:,summarized_applsci-10-05261-v3.csv
118,"the label attached to the node which is the most frequent one in the subset of the learning examples it contains. If a node's condition is verified (for any new example), the next node to read is the left child one (""True"" branch below the initial node) and the right one if not. In Figure 6, only the 6 first depth levels of the tree are represented in order to be",The following example shows how to read a tree of learning examples.,summarized_applsci-10-05261-v3.csv
119,"readable as possible to the naked eye. The most significant players set (17.7% of the dataset) at high injury risk (P(injury risk) = 0.201) felt depressed precisely during the last week (RPE_3w S 4.43 and RPE_2w > 2.992), were relatively worried about injury during the last month (0.18 < injworry4w < 0.969) and tall (height > 171 cm). This draws a player profile (tall player recently depressed and consistently worried) for which short-term injury risk seems reliable.",This study compares the short-term injury risk of professional footballers with their levels of depression.,summarized_applsci-10-05261-v3.csv
120,"Figure 6. Decision tree learnt on questionnaires dataset for one-month injury prediction optimised for precision metric. Figures 7 and 8 respectively represent the 101 highest features importance for 1-week and 1-month injury predictions computed with thel best (classifier, feature set) configuration according to Table 4. Appl. Sci. 2020, 10, 5261",A decision tree for one-month injury prediction optimised for precision metric has been developed.,summarized_applsci-10-05261-v3.csv
121,12of 20 The features importance weights are calculated with two different approaches: CART impurity decrease which is available only for tree-based classifiers and features permutation scrambling sensitivity which can be computed on any predictive: model. In CART approach the: features importance weights correspond to the average impurity decrease along the tree achieved by the different,This paper presents a new method for the estimation of features importance weights for classifiers.,summarized_applsci-10-05261-v3.csv
122,"feature during split selection. With the permutation approach, features are randomly scrambled several times and their importance weights are computed as the mean classifiers sensitivity in terms of predictive performance to the features scrambling. Those methods should therefore be interpreted differently, CART features importance weights represent an information on the features informational power whereas the permutation weights are measure of sensitivity of features reliability",In this paper we consider two approaches to the classification of CART features: the permutation approach and the CART feature scrambling approach.,summarized_applsci-10-05261-v3.csv
123,"on predictive performance. Classification tree - CART approach - optimised measure: precision s pleasure.4w satisfaction,3w RPE_2w RPE_lw RPE_3w RPE_4w pleasure.2w pleasure.lw satisfaction,2ws satisfaction.4w Classification tree - permutation approach optimised measure: precision",Classification tree - CART approach - optimised measure: precision s pleasure,summarized_applsci-10-05261-v3.csv
124,"- - satisfaction 2w satisfaction,3w RPE_2w pleasure.2w pleasure.lw RPE_3W pleasure.4w RPE_lw satisfaction shape_3w Random forest - CART approach optimised measure: recall 3 - - - - - I",- - - - - - - - - - - -,summarized_applsci-10-05261-v3.csv
125,- - RPE_4w RPE_3W pleasure_4w RPE_2w satisfaction.3w RPE_1w satisfaction.4w pleasure_Iw pleasure.3w pleasure.2w 21 16 Random forest permutation approach optimised measure: recall 1 14,- - RPE_4w RPE_,summarized_applsci-10-05261-v3.csv
126,12 10 - RPE2w RPE_3w RPE_4w satisfaction3w RPEIw pleasure.lw pleasure 4w RPE pleasure.2w pleasure_ 3w Figure 7. Best features importance for 1-week injury prediction.,BBC Sport takes a look at some of the key,summarized_applsci-10-05261-v3.csv
127,"According to Figure 7, where classifiers are learnt on the questionnaires features sets, the average pleasure and satisfaction of players computed over the last month are the most important features for 1-week injury prediction in terms of precision, and thej perceived effort (RPE) during thel last four weeks (computed separately) is the second set of important features followed by recent pleasure and satisfaction. Appl. Sci. 2020, 10, 5261",This study is the first to investigate the relationship between player satisfaction and injury prediction.,summarized_applsci-10-05261-v3.csv
128,"13of 20 Considering these variables, it can be noticed that the precision and recall of most of these features seem to be highly sensitive to their reliability but with a different importance order (e.g., pleasure_4w is the most important feature in terms of information but is the 7th most important feature in terms of reliability precision-sensitivity). Globally, the different features related to satisfaction, pleasure and","Satisfaction, pleasure and reliability are the most important variables in the satisfaction survey.",summarized_applsci-10-05261-v3.csv
129,RPE appear to be the most important in terms of precision and recall for 1-week injury prediction. XGB - CART approach optimised measure: precision 2.51 820 E,The results of this study are published in the British Journal,summarized_applsci-10-05261-v3.csv
130,1.5 pain_no max.vel_cum ini_worry ini_worry.4w max_vel_4w fatigue_3w shape._4w totPL fatigue_4w shape_lw & XGB - permutation approach optimised measure: precision E,A new approach to the measurement of fatigue has been,summarized_applsci-10-05261-v3.csv
131,"Eas 201 15 01 - RPE_Iw satisfaction,lw satisfaction.4w RPE_2w totPL_lw RPE pleasure.2w il.4w_yes vel_B3_1w veL_B6_1w","RPE_Iw satisfaction,lw satisfaction.",summarized_applsci-10-05261-v3.csv
132,XGB - CART approach - optimised measure: recall 3.5 83.01 E2s E,The European Commission (EC) has set out its,summarized_applsci-10-05261-v3.csv
133,"151 1.0 0.5 0.0 pain.3w_no shape_3w pain,2w_no shape_4w age shape_lw weight tot.dur_cum tot_dist injworry a","No shape, no shape, no shape, no",summarized_applsci-10-05261-v3.csv
134,XGB - permutation approach - optimised measure: recall E 01 satisfaction.4w RPE_Iw vel_B1 pleasure RPE ill_4w_yes veL_B3_1w vel_B6_1w veL_B5_lw velB4_1w Figure 8. Best features importance for 1-month injury prediction.,The best way to estimate the likelihood of a long-term,summarized_applsci-10-05261-v3.csv
135,"For 1-month predictions (Figure 8), which are computed from the largest features set (see Table 4) including questionnaires and GPS data, the most important features are. highly different for precision and recall and between CART and permutation approaches. The current pain seems the mosti important feature in order to be sure of an injury prediction (i.e., for precision metric) and past average pain computed over the last 2 or 3 weeks appears to detect injury risk accurately (i.e., is important in",The most important features of an injury prediction are the following:,summarized_applsci-10-05261-v3.csv
136,"terms of recall). Nevertheless, it should be noted that the reliability of pain related features does not have high impact neither on precision nor on recall. The fact max_vel_cum and max_vel_4w are respectively the second and 5th most important features in terms of precision according to CART approach. They can be interpreted as injury risk being particularly precise when past velocity exceeds some natural threshold probably specific to the different soccer players. Similarly, the total distance",Pain-related features are the most important features in terms of recall according to CART approach.,summarized_applsci-10-05261-v3.csv
137,"Appl. Sci. 2020, 10, 5261 14 of 20 travelled by players during current and past training seems to have a relative importance on recall values. Overall, pain and shape related features as well as personal features (age and weights) appear to be thei most important features for accurate injury risk detection (i.e., to get high recall values) and",This study aims to determine the most important features for injury risk detection in rugby union players.,summarized_applsci-10-05261-v3.csv
138,"pain; worry as well as fatigue and external load variables are important to get reliable 1-month injury prediction (i.e., with high precision values). 4. Discussion In view of the overall results of this study, some notable facts should be noted. First, for 1-week injury prediction, questionnaire (internal load features) data are more accurate than GPS (external load",The aim of this study was to investigate the relationship between a questionnaire and a global positioning system (GPS) for 1-month injury prediction,summarized_applsci-10-05261-v3.csv
139,"features) ones, which even tend to deteriorate: injury prediction when included in the learning data. For 1-month injury prediction, the classifiers learnt from GPS or questionnaire data show roughly the same performance levels, the best one being usually reached when combining GPS and questionnaire data. In terms of interpretation, decision trees graphs and features importance weights computation have highlighted a specific player profile at high injury risk and some specific features involved in","In this paper, we show that the best classifiers for predicting player injury are those that are able to learn (i.e.",summarized_applsci-10-05261-v3.csv
140,"precision and recall optimisation. To the best of our knowledge, the work of Rossi et al. [19] is the single that used a non-linear classifier, decision tree, in a multi-dimensional context to predict injuries in elite soccer. Thus, we decided to focus part of our discussion to this study. For comparison, the decision trees used in the study by Rossi et al. [19] detected about 80% of the injuries in the sample analyzed with an accuracy","In this paper, we present a study on the use of decision trees to predict injuries in elite soccer.",summarized_applsci-10-05261-v3.csv
141,"of approximately 50% (with external load features). As a result, the algorithm used in our machine learning approach would be able to classify more accurately the so-called at-risk players regarding the past occurrence of injuries and thus be able to continue to perform without being disturbed by ""false alarms"". The accuracy of this tree, particularly at 1 week, which differs from Rossi et al. [19], is made possible by linking GPS data and subjective questionnaires throughout the classifiers, which justifies","In this paper, we present a machine learning approach for the classification of footballers who have suffered an injury in the past.",summarized_applsci-10-05261-v3.csv
142,"the contribution of this work to the current literature linking data science and sport science [17,19,36]. In the present study, we showed that subjective variables have a very high predictive/explanatory potential (compared to objective variables) but they are more expensive, i.e., having all players completing questionnaires before and after training can be complicated given their tight schedules and their willingness. Nevertheless, professional teams that can not outfit players with GPS sensors for",The aim of this study is to investigate the feasibility of using subjective variables to assess the performance of professional footballers.,summarized_applsci-10-05261-v3.csv
143,"practical or economic reasons should consider use questionnaires in order to detect players at high injury risk [37,38]. Another point that validates the choice of tree-based classifiers is that those models naturally provide feature importance weights that can help coaches to monitor some specific indicators and be used as useful decision support tools for training optimization. It should be noted that in this case,",The results of this study show that the use of tree-based classifiers can be used to detect players at high injury risk.,summarized_applsci-10-05261-v3.csv
144,"subjective questionnaires are very valuable especially for short-term prediction even when they are completed by only some players at some training sessions. Except for 1-week injury risk precision, ensemble models seem preferable compared to single trees even if they do not provide single tree graphs. In addition, the interest of this study lies in the coupling of the machine learning methods and the variations of the training load (internal and external). It can be noticed that even when both types",The aim of this study is to develop a machine learning method for predicting football injury risk based on subjective questionnaires.,summarized_applsci-10-05261-v3.csv
145,"of features (GPS and questionnaires) are used as inputs, the most important and sensitive features are almost always associated with subjective variables. It can therefore be hypothesized that with these data and this sample in this particular situation, internal load would be a determining factor in the prediction of injury. In other words, it would be essential for each coach to pay particular attention to the athletes' feelings before and after training sessions in order to prevent injuries from occurring.",The aim of this study is to investigate the predictors of athlete's injury before and after training sessions.,summarized_applsci-10-05261-v3.csv
146,"To conclude, the fact that questionnaires features can replace GPS ones and even increase predictive performance by doing sO suggests that a part of the information related to external load is included in the internal load's one. While an individual may perform the same external load, their ability to respond to this output (internal load) may differ [17,39]. Utilizing both measures provides a comprehensive view on whether an individual is in a state of ""readiness"" and able to",The results of this study are presented in the form of a questionnaire.,summarized_applsci-10-05261-v3.csv
147,"tolerate high loads, or in a state ""fatigue"" and potentially at risk of injury or decreased performance. Appl. Sci. 2020, 10, 5261 15 of 20 Internal load being reflected by the external load provides additional information of the players that the external load could not take into consideration. In our study, we highlighted that several subjective",The effect of the player's internal load on the player's performance is investigated.,summarized_applsci-10-05261-v3.csv
148,"questionnaires reflect likely different aspects of the training load related to the stress that thej players may support. For instance, monitoring pre-training perceived fatigue, mood, pain, shape and sleep for each player may offer an indication on the quality of the external output that might be produced prior to a session and provides coaches with the ability to make adjustments if warranted. Monitoring is not limited to either subjective or objective measures, instead they can be used to complement each other.",The aim of this study is to investigate the impact of pre- and post-training physiological monitoring on player performance.,summarized_applsci-10-05261-v3.csv
149,"This is consistent with recommendations [38]. To sump up, the potential efficacy of subjective measures for soccer player monitoring has been established, however optimal implementation practices are yet to be determined. Limitation and Future Directions However, in a study with preliminary data, some limitations exist, but are: in fact potential sources",The results of this study suggest that there is a positive association between the use of subjective measures for player monitoring and the,summarized_applsci-10-05261-v3.csv
150,"of improvement. As a result, a larger sample size, extending to several teams with different training strategies over multiple seasons, would allow more general conclusions to be drawn about injury prediction. In addition, the GPS data and questionnaires collection and imputations methods can also be improved. With regard to the completed questionnaires, the influence of greater diligence in the use of these questionnaires by players would be fundamental to observe. As for GPS data, they are",The aim of this study is to improve the accuracy of injury prediction using the Global Positioning System (GPS).,summarized_applsci-10-05261-v3.csv
151,"present in an average form compared to their initial acquisition frequency of 10 Hz. In the race for performance, it would be interesting to observe the consequences of using all the raw values acquired at this frequency. Also, due to the differences between players, individualization could be considered in regards to the variables relating to external load (data extracted from GPS), by computing speed and acceleration thresholds specific to each player beyond which injuries is likely to occur. By doing",The aim of this study is to investigate the impact of GPS tracking on the performance of football players.,summarized_applsci-10-05261-v3.csv
152,"sO, the predictive potential of GPS variables could be greatly increased, and could have an influence on the training strategies implemented by coaches. Since not-injured players are: much easier to find in datasets and injury is not a controllable factor, data augmentation could be used in order to simulate more injury examples from the real ones. Those artificial examples would probably improve the predictive performances of classifiers.",The aim of this paper is to improve the predictive power of the Global Positioning System (GPS) by increasing the number of injury examples.,summarized_applsci-10-05261-v3.csv
153,"5. Conclusions The objective of this study was to address the issue of using various machine learning methods for injury prediction from the athlete' 's internal and external loads conjointly. The results of this study show that depending on the complexity of the predictive model, the different predictive metrics values for injury prediction are close to 100%, especially with a 1-month time horizon. In addition,",The aim of this study was to address the issue of using various machine learning methods for injury prediction from the athlete's internal and external loads conjointly,summarized_applsci-10-05261-v3.csv
154,"it appears that the subjective variables (i.e., internal load) of the pre-session questionnaire (such as sleep quality, fatigue, shape, mood) as well as post-session questionnaire (satisfaction and pleasure) and RPE are found to be determining factors in the occurrence of injuries. Overall, our findings provide further justification for the implementation of a team-wide monitoring strategy of internal load in elite soccer players.",The effects of a team-wide monitoring strategy of internal load in elite soccer players on the occurrence of injuries have been investigated in a cross-country,summarized_applsci-10-05261-v3.csv
155,"Finally, although the preliminary results of this paper appear encouraging and relevant, future research with a larger sample size by involving several teams from the same championship can provide sufficient data to move from specific conclusions to general ones about machine learning methods. Author Contributions: Conceptualization, E.V., N.S.-C. and A.I.; Formal analysis, E.V. and N.S.-C.; Investigation,",The aim of this paper is to investigate whether a machine learning method can be used to predict the outcome of a chess match based on,summarized_applsci-10-05261-v3.csv
156,"E.V.; Methodology, N.S.-C. and A.L; Project administration,) J.M. and S.P,; Supervision,' S.P,; Validation, E.V., N.S.-C., J.M. and S.P; Writing original draft, E.V.; Writing -review & editing, N.S.-C., A.I. and S.P,; All authors have read and agreed to the published version of the manuscript. Funding: This research received no external funding. Conflicts of Interest: The authors declare that there are no conflicts of interest regarding the publication of",All authors have read and agreed to the published version of the manuscript.,summarized_applsci-10-05261-v3.csv
157,"this paper. Appl. Sci. 2020, 10, 5261 16 of 20 Appendix A Table A1. Optimal hyper-parameters for 1-week injury prediction.",Predicting the likelihood of an injury in a sport,summarized_applsci-10-05261-v3.csv
158,Model Parameter Accuracy Precision Recall,The world's most accurate 3D printer is,summarized_applsci-10-05261-v3.csv
159,AUC KNN K 1 2,Watch highlights of the African Nations Championship (CHAN,summarized_applsci-10-05261-v3.csv
160,1 1 LDA tol 1.30 x10-4,    ,summarized_applsci-10-05261-v3.csv
161,9.87 x10-2 1.75 x10-5 1.65 x10 -5 criterion entropy entropy,"All photographs courtesy of AFP, EPA, Getty Images",summarized_applsci-10-05261-v3.csv
162,entropy entropy tree max depth 8083,entropy entropy entropy entropy entropy entropy entropy entropy entropy entropy,summarized_applsci-10-05261-v3.csv
163,"10,000 10,000 10,000 min samples split 2",BBC Sport takes a look at some of the key,summarized_applsci-10-05261-v3.csv
164,2 2 12 min impurity decrease 0,BBC Sport takes a look at some of the key,summarized_applsci-10-05261-v3.csv
165,0 0 0.00332908 gaussianNB var smoothing,gaussianNB var smoothing gaussianNB,summarized_applsci-10-05261-v3.csv
166,0.04 0.04 0.00 0.02 n estimators,Check out our estimators below to see how much,summarized_applsci-10-05261-v3.csv
167,"10,000 10 8145 10,000 criterion",A selection of photographs from across the African continent this,summarized_applsci-10-05261-v3.csv
168,entropy entropy entropy entropy forest,"entropy, entropy, entropy, entropy, entropy,",summarized_applsci-10-05261-v3.csv
169,max depth 63 100 93 10,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
170,min samples split 2 2 2 2,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
171,min impurity decrease 0 0 0 0,"All photographs  AFP, EPA, Getty Images",summarized_applsci-10-05261-v3.csv
172,max features 0.5 0.01 0.5 0.5,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
173,"C 823,469 442,788 397,591 1,000,000",The winning numbers in Saturday evening's drawing of,summarized_applsci-10-05261-v3.csv
174,SVM gamma 2.9 2.8 2.6,A selection of photographs from around the world this week,summarized_applsci-10-05261-v3.csv
175,0 degree 7 8 8,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
176,"1 hidden layer sizes (100, 100, 50) (100, 50, 50) (50, 100, 100) (100, 100, 100) MLP activation tanh",BBC Sport takes a look at some of the key,summarized_applsci-10-05261-v3.csv
177,relu relu relu alpha 1.00 x10-5,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
178,0.0001 1 x10-5 1 x10-5 penalty 12,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
179,12 12 12 logit tol,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
180,0.45 0.51 0.08 1 x10-6 C,The winning numbers in Saturday evening's drawing of,summarized_applsci-10-05261-v3.csv
181,"516,729 9658 270,370 1x106 11 ratio",The winning numbers in Saturday evening's drawing of,summarized_applsci-10-05261-v3.csv
182,0 1 0 1 penalty,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
183,12 none 12 11 Elasticnet,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
184,tol 0.48 0.00 1.00 0.00,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
185,"C 250,061 1 x106 0 227,702",BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
186,11 ratio 0 1 0 1,The winning numbers in Saturday evening's drawing of,summarized_applsci-10-05261-v3.csv
187,max depth 5 10 3 10,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
188,n estimators 946 1x103 1x103 654,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
189,XGB eta 0.01 0.01 0.59,"All photographs courtesy of AFP, EPA, Getty Images",summarized_applsci-10-05261-v3.csv
190,0.12 gamma 0 5 0,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
191,0 sampling method gradient based gradient based gradient based uniform Ridge alpha 6.39 x10-1,Sampling method gradient based gradient based uniform Ridge alpha,summarized_applsci-10-05261-v3.csv
192,0 0 6.83 x101 tol 1,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
193,"0 0 1 Appl. Sci. 2020, 10, 5261 17of 20","Researchers at the University of California, Los Angeles,",summarized_applsci-10-05261-v3.csv
194,Table A2. Optimal hyper-parameters for 1-month injury prediction. Model Parameter Accuracy Precision,A model for predicting the risk of long-term,summarized_applsci-10-05261-v3.csv
195,Recall AUC KNN K 1,Watch highlights of the African Nations Championship (CHAN,summarized_applsci-10-05261-v3.csv
196,1 1 4 LDA tol,BBC Sport takes a look at some of the key,summarized_applsci-10-05261-v3.csv
197,5.12 x10-6 0 0 0 criterion,BBC Sport takes a look at some of the key,summarized_applsci-10-05261-v3.csv
198,entropy gini entropy entropy max depth,entropy gini entropy max depth entropy gini entropy,summarized_applsci-10-05261-v3.csv
199,"50 1513 10,000 9529 tree",A selection of photographs from around the world this week,summarized_applsci-10-05261-v3.csv
200,min samples split 2 2 2 25,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
201,min impurity decrease 0 1.35 x10-4 0 3.5 x10-3,"All photographs courtesy of AFP, EPA, Getty Images",summarized_applsci-10-05261-v3.csv
202,gaussianNB var smoothing 0.0325 0 1 x10-4,gaussianNB var smoothing 0.0325 0 1,summarized_applsci-10-05261-v3.csv
203,0.13 n estimators 1 x105 415 252,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
204,5269 criterion entropy gini entropy,A look at some of the key statistics behind the,summarized_applsci-10-05261-v3.csv
205,entropy forest max depth 87 29,A selection of photos from around the world this week,summarized_applsci-10-05261-v3.csv
206,92 75 min samples split 2 2,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
207,2 5 min impurity decrease 0 0,BBC Sport takes a look at some of the key,summarized_applsci-10-05261-v3.csv
208,0 0 max features 0.5 0.195,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
209,0.5 0.3638 C 176530 1x107,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
210,"1 x106 816,071 SVM gamma 1.11",SVM gamma    ,summarized_applsci-10-05261-v3.csv
211,1 x10-6 1 x10-6 1 x10-6 degree 3,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
212,8 1 7 hidden layer sizes (50. 100. 100) (50. 50. 100) (100. 100. 50) (100. 100. 100) MLP,"All photographs courtesy of AFP, EPA, Getty Images",summarized_applsci-10-05261-v3.csv
213,activation relu relu relu relu,    ,summarized_applsci-10-05261-v3.csv
214,alpha 1 x10-5 1 x10-5 1 x10-5 1 x10-5,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
215,penalty 12 12 12 12,BBC Sport takes a look at some of the key,summarized_applsci-10-05261-v3.csv
216,logit tol 0.98 0.01459 0.38 0.0028,logit tol 0.98 0.01459 0.38,summarized_applsci-10-05261-v3.csv
217,"C 3125 2976 999,758 2275",BBC News NI takes a look at some of the,summarized_applsci-10-05261-v3.csv
218,11 ratio 0 0 0 1,The winning numbers in Saturday evening's drawing of,summarized_applsci-10-05261-v3.csv
219,penalty elasticnet 11 elasticnet 11,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
220,elasticnet tol 7 x10-4 1 x10-6 1 x10-4,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
221,1 x10-6 C 966341 1x106 1 x106,"All photographs courtesy of AFP, EPA, Getty Images",summarized_applsci-10-05261-v3.csv
222,"683,586 11 ratio 0 1 0",The winning numbers in Saturday evening's drawing of,summarized_applsci-10-05261-v3.csv
223,1 max depth 5 4 5,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
224,10 n estimators 737 594 875,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
225,904 XGB eta 0.256 0.45327,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
226,0.4529 0.03162 gamma 0 0,A selection of photographs from around the world this week,summarized_applsci-10-05261-v3.csv
227,0 0 sampling method uniform uniform gradient based uniform,BBC Sport takes a look at some of the key,summarized_applsci-10-05261-v3.csv
228,Ridge alpha 33 17.1 0,BBC News NI takes a look at some of the,summarized_applsci-10-05261-v3.csv
229,0 tol 1 0 1,BBC Sport takes a look back at some of the,summarized_applsci-10-05261-v3.csv
230,"0 Appl. Sci. 2020, 10, 5261 18 of 20 Figure A1. Complete decision tree learnt on questionnaires dataset for one-month injury prediction optimised for precision metric.",A decision tree for one-month injury prediction has been,summarized_applsci-10-05261-v3.csv
231,"Appl. Sci. 2020, 10, 5261 19 of 20 References 1. Della Villa, F.; Mandelbaum, B.R.; Lemak, L.J. The Effect of Playing Position on Injury Risk in Male Soccer Players: Systematic Review of the Literature and Risk Considerations for Each Playing Position. Am. J. Orthop.",The Effect of Playing Position on Injury Risk in Male Soccer Players: Systematic Review of the Literature and Risk,summarized_applsci-10-05261-v3.csv
232,"2018, 47, 1-11. [CrossRef] [PubMed] 2. Jones, C.M.; Griffiths, PC.; Mellalieu, S.D. Training Load and Fatigue Marker Associations with Injury and Illness: A Systematic Review ofLongitudinal Studies; Springer International: Publishing: Berlin/Heidelberg, Germany, 2017; Volume 47. 3. Gomez-Piqueras, P.; Gonzalez-Villora, S.; Sainz de Baranda Andujar, M.; Contreras-Jordan, O. Functional","The following papers have been published in Springer International: Springer International: Publishing: Berlin/Heidelberg, Germany",summarized_applsci-10-05261-v3.csv
233,"Assessment and Injury Risk in a Professional Soccer Team. Sports 2017,5,9. [CrossRef] [PubMed] 4. Gabbett, T.J. The development and application of an injury prediction model for noncontact, soft-tissue injuries in elite collision sport athletes. J. Strength Cond. Res. 2010, 24, 2593-2603. [CrossRef]! [PubMed] 5. Borresen, J.; Ian Lambert, M.; Lambert, M.I. The quantification of training load, the training response and the effect on performance. Sports Med. 2009, 39, 779-795. [CrossRef]",The following papers have been published in the journal Sports Medicine over the past five years:,summarized_applsci-10-05261-v3.csv
234,"6. Impellizzeri, F.M.; Rampinini, E.; Coutts, A.J.; Sassi, A.; Marcora, S.M. Use of RPE-based training load in soccer.Med. Sci. Sports Exerc. 2004, 36, 1042-1047. [CrossRef] 7. Casamichana, D.; Castellano, J.; Calleja-Gonzalez, J; RomaN, J.S.; Castagna, C. Relationship between indicators of training load in soccer players. J. Strength Cond. Res. 2013, 27, 369-374. [CrossRef] 8. Randers, M.B.; Mujika, L; Hewitt, A.; Santisteban, J.; Bischoff, R.; Solano, R.; Zubillaga, A.; Peltola, E.;","Key words: training load, strength and conditioning.",summarized_applsci-10-05261-v3.csv
235,"Krustrup, P.; Mohr, M. Application of four different football match analysis systems: A comparative. study. J. Sports Sci. 2010, 28, 171-182. [CrossRef] 9. Vigne, G.; Gaudino, C.; Rogowski, L; Alloatti, G.; Hautier, C. Activity profile in elite Italian soccer team. Int. J. Sports Med. 2010, 31, 304-310. [CrossRef] 10. Di Salvo, V.; Baron, R.; Tschan, H.; Calderon Montero, F.J.; Bachl, N.; Pigozzi, F. Performance characteristics",Football match analysis systems: a comparative study.,summarized_applsci-10-05261-v3.csv
236,"according to playing position in elites soccer. Int. J. Sports Med. 2007, 28, 222-227. [CrossRef] 11. Carling, C.; Bloomfield, J.; Nelsen, L.; Reilly, T. The role of motion analysis in elite soccer: Contemporary performance measurement techniques and work rate data. Sports Med. 2008, 38, 839-862. [CrossRef] 12. Colby, M.J.; Dawson, B.; Heasman, J.; Rogalski, B.; Gabbett, T.J. Accelerometer and GPS-derived running loads and injury risk in elite Australian footballers. J. Strength Cond. Res. 2014, 28, 2244-2252. [CrossRef]","Carling, C.; Bloomfield, J.; Nelsen, L.; Reilly, T.",summarized_applsci-10-05261-v3.csv
237,"[PubMed] 13. Akenhead, R.; Nassis, G.P. Training load and player monitoring in high-level football: Current practice and perceptions. Int. J. Sports Physiol. Perform. 2016, 11, 587-593. [CrossRef] [PubMed] 14. Raya-Gonzalez, J.; Nakamura, FY.; Castillo, D.; Yanci, J.; Fanchini, M. Determining the relationship between internal load markers and noncontact: injuries in young elite soccer players. Int. J. Sports Physiol. Perform.","In: Akenhead, R.; Nassis, G.P.",summarized_applsci-10-05261-v3.csv
238,"2019, 14, 421-425. [CrossRef] [PubMed] 15. Haddad, M.; Padulo,J.; Chamari, K. The usefulness of session rating of perceived exertion for monitoring training load despite several influences on perceived exertion. Int. J. Sports Physiol. Perform. 2014, 9, 882-883. [CrossRef] [PubMed] 16. Malone, S.; Roe, M.; Doran, D.A.; Gabbett, T.J.; Collins, K. High chronic training loads and exposure to bouts","The Journal of the American College of Sports Medicine, vol.",summarized_applsci-10-05261-v3.csv
